filename,fault_detected,fault_category
Bearing (2) Inner & Shaft Fault (Centerally bent) Trial 17.csv,1,33
Bearing (2) Inner & Shaft Fault (Centerally bent) Trial 18.csv,1,33
Bearing (2) Inner & Shaft Fault (Centerally bent) Trial 19.csv,1,33
Bearing (2) Inner & Shaft Fault (Centerally bent) Trial 2.csv,1,33
Bearing (2) Inner & Shaft Fault (Centerally bent) Trial 20.csv,1,33
Bearing (2) Inner & Shaft Fault (Centerally bent) Trial 21.csv,1,33
Bearing (2) Inner & Shaft Fault (Centerally bent) Trial 22.csv,1,33
Bearing (2) Inner & Shaft Fault (Centerally bent) Trial 23.csv,1,33
Bearing (2) Inner & Shaft Fault (Centerally bent) Trial 24.csv,1,33
Bearing (2) Inner & Shaft Fault (Centerally bent) Trial 25.csv,1,33
Bearing (2) Inner & Shaft Fault (Centerally bent) Trial 3.csv,1,33
Bearing (2) Inner & Shaft Fault (Centerally bent) Trial 4.csv,1,33
Bearing (2) Inner & Shaft Fault (Centerally bent) Trial 5.csv,1,33
Bearing (2) Inner & Shaft Fault (Centerally bent) Trial 6.csv,1,33
Bearing (2) Inner & Shaft Fault (Centerally bent) Trial 7.csv,1,33
Bearing (2) Inner & Shaft Fault (Centerally bent) Trial 8.csv,1,33
Bearing (2) Inner & Shaft Fault (Centerally bent) Trial 9.csv,1,33
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 1.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 10.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 11.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 12.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 13.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 14.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 15.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 16.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 17.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 18.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 19.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 2.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 20.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 21.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 22.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 23.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 24.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 25.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 3.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 4.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 5.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 6.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 7.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 8.csv,1,34
Bearing (2) Inner & Shaft Fault (Coupling End Bent) Trial 9.csv,1,34
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 1.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 10.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 11.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 12.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 13.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 14.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 15.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 16.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 17.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 18.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 19.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 2.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 20.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 21.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 22.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 23.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 24.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 25.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 3.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 4.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 5.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 6.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 7.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 8.csv,1,35
Bearing (2) Outer & Shaft Fault (Centerally bent) Trial 9.csv,1,35
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 1.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 10.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 11.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 12.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 13.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 14.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 15.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 16.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 17.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 18.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 19.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 2.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 20.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 21.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 22.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 23.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 24.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 25.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 3.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 4.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 5.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 6.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 7.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 8.csv,1,36
Bearing (2) Outer & Shaft Fault (Coupling End bent) Trial 9.csv,1,36
No Fault Trial 1.csv,0,37
No Fault Trial 10.csv,0,37
No Fault Trial 11.csv,0,37
No Fault Trial 12.csv,0,37
No Fault Trial 13.csv,0,37
No Fault Trial 14.csv,0,37
No Fault Trial 15.csv,0,37
No Fault Trial 16.csv,0,37
No Fault Trial 17.csv,0,37
No Fault Trial 18.csv,0,37
No Fault Trial 19.csv,0,37
No Fault Trial 2.csv,0,37
No Fault Trial 20.csv,0,37
No Fault Trial 21.csv,0,37
No Fault Trial 22.csv,0,37
No Fault Trial 23.csv,0,37
No Fault Trial 24.csv,0,37
No Fault Trial 25.csv,0,37
No Fault Trial 3.csv,0,37
No Fault Trial 4.csv,0,37
No Fault Trial 5.csv,0,37
No Fault Trial 6.csv,0,37
No Fault Trial 7.csv,0,37
No Fault Trial 8.csv,0,37
No Fault Trial 9.csv,0,37
Shaft Fault (Centerally bent) Trial 1.csv,1,38
Shaft Fault (Centerally bent) Trial 10.csv,1,38
Shaft Fault (Centerally bent) Trial 11.csv,1,38
Shaft Fault (Centerally bent) Trial 12.csv,1,38
Shaft Fault (Centerally bent) Trial 13.csv,1,38
Shaft Fault (Centerally bent) Trial 14.csv,1,38
Shaft Fault (Centerally bent) Trial 15.csv,1,38
Shaft Fault (Centerally bent) Trial 16.csv,1,38
Shaft Fault (Centerally bent) Trial 17.csv,1,38
Shaft Fault (Centerally bent) Trial 18.csv,1,38
Shaft Fault (Centerally bent) Trial 19.csv,1,38
Shaft Fault (Centerally bent) Trial 2.csv,1,38
Shaft Fault (Centerally bent) Trial 20.csv,1,38
Shaft Fault (Centerally bent) Trial 21.csv,1,38
Shaft Fault (Centerally bent) Trial 22.csv,1,38
Shaft Fault (Centerally bent) Trial 23.csv,1,38
Shaft Fault (Centerally bent) Trial 24.csv,1,38
Shaft Fault (Centerally bent) Trial 25.csv,1,38
Shaft Fault (Centerally bent) Trial 3.csv,1,38
Shaft Fault (Centerally bent) Trial 4.csv,1,38
Shaft Fault (Centerally bent) Trial 5.csv,1,38
Shaft Fault (Centerally bent) Trial 6.csv,1,38
Shaft Fault (Centerally bent) Trial 7.csv,1,38
Shaft Fault (Centerally bent) Trial 8.csv,1,38
Shaft Fault (Centerally bent) Trial 9.csv,1,38
Shaft Fault (Coupling end bent) Trial 1.csv,1,39
Shaft Fault (Coupling end bent) Trial 10.csv,1,39
Shaft Fault (Coupling end bent) Trial 11.csv,1,39
Shaft Fault (Coupling end bent) Trial 12.csv,1,39
Shaft Fault (Coupling end bent) Trial 13.csv,1,39
Shaft Fault (Coupling end bent) Trial 14.csv,1,39
Shaft Fault (Coupling end bent) Trial 15.csv,1,39
Shaft Fault (Coupling end bent) Trial 16.csv,1,39
Shaft Fault (Coupling end bent) Trial 17.csv,1,39
Shaft Fault (Coupling end bent) Trial 18.csv,1,39
Shaft Fault (Coupling end bent) Trial 19.csv,1,39
Shaft Fault (Coupling end bent) Trial 2.csv,1,39
Shaft Fault (Coupling end bent) Trial 20.csv,1,39
Shaft Fault (Coupling end bent) Trial 21.csv,1,39
Shaft Fault (Coupling end bent) Trial 22.csv,1,39
Shaft Fault (Coupling end bent) Trial 23.csv,1,39
Shaft Fault (Coupling end bent) Trial 24.csv,1,39
Shaft Fault (Coupling end bent) Trial 25.csv,1,39
Shaft Fault (Coupling end bent) Trial 3.csv,1,39
Shaft Fault (Coupling end bent) Trial 4.csv,1,39
Shaft Fault (Coupling end bent) Trial 5.csv,1,39
Shaft Fault (Coupling end bent) Trial 6.csv,1,39
Shaft Fault (Coupling end bent) Trial 7.csv,1,39
Shaft Fault (Coupling end bent) Trial 8.csv,1,39
Shaft Fault (Coupling end bent) Trial 9.csv,1,39
